network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.63,16.3299999237,2060.0,manual,0.63,ci14311528,2007-08-05 16:04:17.040000,nan,33.0943333,-116.0593333,0.28,58.0,0.4,5.49,None,1.47,ml,CI,None,0.9024,100.36,77.1,[ 12.89999962  17.60000038  11.89999962],[[ 2880.]],2007-08-05 16:04:24.370000,earthquake_local,109C.TA_20070805160423_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.64,3.75999999046,767.0,manual,0.6,ci14311968,2007-08-08 10:46:29.760000,nan,32.9351667,-117.2898333,0.13,245.0,0.91,12.73,0.79,0.87,ml,CI,None,0.1621,18.03,286.6,[ 19.29999924  23.          10.39999962],[[ 1245.]],2007-08-08 10:46:28.520000,earthquake_local,109C.TA_20070808104627_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.5,10.8900003433,1536.0,manual,0.5,12801381,2007-08-10 00:16:34.55,0.35,33.0143,-116.4463,1.1555,47.701,3.5518,7.63,None,2.9,ml,None,None,0.57,63.15,257.5,[ 48.59999847  51.20000076  42.40000153],[[ 2017.]],2007-08-10 00:16:37.440000,earthquake_local,109C.TA_20070810001636_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.55,15.7100000381,1940.0,manual,0.55,ci14313884,2007-08-17 03:19:14.880000,nan,32.6735,-116.096,0.28,96.0,0.47,10.35,1.03,1.47,ml,CI,None,0.8768,97.51,104.5,[ 13.10000038  15.89999962  12.39999962],[[ 3199.]],2007-08-17 03:19:22.590000,earthquake_local,109C.TA_20070817031921_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.69,10.9799995422,1588.0,manual,0.64,ci14313896,2007-08-17 06:27:58.830000,nan,33.461,-116.8855,0.3,31.0,0.2,10.95,0.54,2.47,ml,CI,None,0.5995,66.67,17.9,[ 35.59999847  37.5         35.20000076],[[ 2119.]],2007-08-17 06:28:01.810000,earthquake_local,109C.TA_20070817062800_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.6,15.8100004196,1927.0,manual,0.6,ci14314152,2007-08-18 15:39:24.610000,nan,32.664,-116.1106667,0.26,147.0,0.37,9.37,0.63,1.74,ml,CI,None,0.8672,96.45,105.3,[ 20.          18.29999924  16.20000076],[[ 2799.]],2007-08-18 15:39:32.420000,earthquake_local,109C.TA_20070818153931_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.65,7.90999984741,1060.0,manual,0.65,ci14314512,2007-08-20 19:50:51.710000,nan,32.6125,-117.4668333,0.2,286.0,0.94,12.22,1.53,2.07,ml,CI,None,0.411,45.7,227.6,[ 21.70000076  25.39999962  16.20000076],[[ 2185.]],2007-08-20 19:50:54.620000,earthquake_local,109C.TA_20070820195053_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.61,9.26000022888,1370.0,manual,0.61,ci10272213,2007-08-25 05:02:50.810000,nan,33.2933333,-116.769,0.22,44.0,0.27,12.41,0.86,1.81,ml,CI,None,0.4922,54.74,34.9,[ 27.79999924  29.60000038  30.60000038],[[ 1954.]],2007-08-25 05:02:53.070000,earthquake_local,109C.TA_20070825050252_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,17.8299999237,2100.0,manual,0.5,12816225,2007-08-29 04:13:47.16,0.26,33.1193,-116.0207,1.2504,17.985,1.9883,3.1,None,3.6,ml,None,None,0.94,104.51,256.1,[ 52.29999924  58.59999847  52.90000153],[[ 3199.]],2007-08-29 04:13:55.990000,earthquake_local,109C.TA_20070829041354_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,5.25,1278.0,manual,0.5,12816661,2007-08-30 09:53:07.59,0.32,32.6931,-117.4375,1.1545,140.005,2.9323,10.0,None,3.4,ml,None,None,0.34,37.96,55.0,[ 65.40000153  65.09999847  58.09999847],[[ 2207.]],2007-08-30 09:53:03.840000,earthquake_local,109C.TA_20070830095302_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.61,4.61000013351,855.0,manual,0.61,ci10274341,2007-08-30 14:44:46.760000,nan,32.77,-117.3316667,0.11,272.0,0.78,10.97,1.0,1.41,ml,CI,None,0.2246,24.98,238.0,[ 15.39999962  18.39999962  12.39999962],[[ 2420.]],2007-08-30 14:44:46.370000,earthquake_local,109C.TA_20070830144445_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.58,16.5100002289,1700.0,manual,0.58,ci10275393,2007-08-31 23:26:53.580000,nan,32.6778333,-116.038,0.28,144.0,0.35,7.59,0.99,1.57,ml,CI,None,0.9232,102.67,103.5,[ 9.80000019  9.39999962  3.4000001 ],[[ 3199.]],2007-08-31 23:27:05.090000,earthquake_local,109C.TA_20070831232704_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.71,4.75,1082.0,manual,0.66,ci10275829,2007-09-02 21:20:30.270000,nan,32.7643333,-117.3455,0.12,255.0,0.45,11.01,0.6,1.96,ml,CI,None,0.2375,26.41,238.3,[ 36.29999924  35.20000076  30.29999924],[[ 2126.]],2007-09-02 21:20:28.020000,earthquake_local,109C.TA_20070902212027_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.54,12.3500003815,1274.0,manual,0.62,ci10275961,2007-09-03 10:26:45.450000,nan,33.4463333,-116.6408333,0.23,25.0,0.23,7.33,0.53,2.14,ml,CI,None,0.6787,75.48,35.0,[ 41.5         34.59999847  30.79999924],[[ 1999.]],2007-09-03 10:26:53.800000,earthquake_local,109C.TA_20070903102652_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.69,4.55000019073,747.0,manual,0.62,ci10276025,2007-09-03 18:08:19.900000,nan,32.7725,-117.335,0.12,274.0,0.63,10.99,0.85,1.44,ml,CI,None,0.2257,25.1,238.9,[ 16.10000038  17.20000076   9.69999981],[[ 2188.]],2007-09-03 18:08:20.450000,earthquake_local,109C.TA_20070903180819_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.56,16.6700000763,1655.0,manual,0.54,ci10276125,2007-09-04 03:52:20.200000,nan,33.0931667,-116.048,0.24,59.0,0.3,5.58,None,1.73,ml,CI,None,0.9115,101.36,77.3,[ 10.19999981  21.5         14.39999962],[[ 3199.]],2007-09-04 03:52:31.870000,earthquake_local,109C.TA_20070904035230_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.6,14.9300003052,1512.0,manual,0.6,ci10276153,2007-09-04 09:47:00.290000,nan,33.36,-116.282,0.29,26.0,0.26,4.71,None,2.3,ml,CI,None,0.8353,92.9,55.9,[ 39.          39.40000153  46.29999924],[[ 2073.]],2007-09-04 09:47:11.220000,earthquake_local,109C.TA_20070904094710_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.57,14.4300003052,1872.0,manual,0.57,ci10276165,2007-09-04 12:48:30.840000,nan,33.652,-116.7545,0.26,20.0,0.21,12.83,0.32,2.46,ml,CI,None,0.8158,90.72,21.1,[ 36.          32.79999924  29.        ],[[ 2537.]],2007-09-04 12:48:37.270000,earthquake_local,109C.TA_20070904124836_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,4.90999984741,1216.0,manual,0.5,12956869,2007-09-04 14:47:59.43,0.27,32.7178,-117.407,1.2589,136.444,2.9612,10.0,None,3.9,mb,None,None,0.31,34.05,56.1,[ 50.70000076  50.29999924  51.70000076],[[ 3064.]],2007-09-04 14:47:55.340000,earthquake_local,109C.TA_20070904144754_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.61,4.73000001907,1250.0,manual,0.61,ci10276401,2007-09-04 20:41:14.940000,nan,32.7653333,-117.3468333,0.12,255.0,0.45,10.46,0.48,2.27,ml,CI,None,0.2379,26.46,238.6,[ 28.5         25.89999962  22.20000076],[[ 2585.]],2007-09-04 20:41:10.670000,earthquake_local,109C.TA_20070904204109_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.61,4.92000007629,883.0,manual,0.66,ci10276409,2007-09-04 21:01:23.970000,nan,32.7581667,-117.3516667,0.13,259.0,0.46,11.13,0.69,2.19,ml,CI,None,0.2451,27.26,237.7,[ 30.39999962  34.70000076  25.10000038],[[ 1747.]],2007-09-04 21:01:23.890000,earthquake_local,109C.TA_20070904210122_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.69,4.86999988556,780.0,manual,0.64,ci10276465,2007-09-05 04:20:31.700000,None,32.7615,-117.348,None,None,None,10.97,None,2.6,ml,None,None,0.2408,26.78,238.0,[ 54.59999847  52.40000153  46.20000076],[[ 1447.]],2007-09-05 04:20:32.570000,earthquake_local,109C.TA_20070905042031_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.61,4.63999986649,1272.0,manual,0.61,ci10276473,2007-09-05 04:31:32.490000,nan,32.766,-117.3328333,0.15,272.0,0.61,10.9,0.8,1.44,ml,CI,None,0.2276,25.31,237.2,[ 23.60000038  26.29999924  18.        ],[[ 2125.]],2007-09-05 04:31:28.130000,earthquake_local,109C.TA_20070905043127_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.7,4.84000015259,1257.0,manual,0.6,ci10276477,2007-09-05 05:11:12.580000,nan,32.7665,-117.351,0.11,258.0,0.53,11.21,0.5,1.97,ml,CI,None,0.2403,26.73,239.3,[ 29.          26.60000038  25.10000038],[[ 2326.]],2007-09-05 05:11:08.420000,earthquake_local,109C.TA_20070905051107_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.62,4.82999992371,1065.0,manual,0.62,ci10276489,2007-09-05 07:32:58.160000,nan,32.7648333,-117.3536667,0.11,274.0,0.63,11.13,0.74,1.39,ml,CI,None,0.2431,27.04,239.2,[ 18.70000076  19.20000076  16.        ],[[ 2860.]],2007-09-05 07:32:55.990000,earthquake_local,109C.TA_20070905073254_EV
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.65,13.1199998856,1680.0,manual,0.57,ci10276705,2007-09-05 20:47:50.840000,nan,33.0851667,-117.9293333,0.52,147.0,0.9,6.9,None,2.32,ml,CI,None,0.7199,80.05,285.6,[ 30.10000038  26.20000076  23.79999924],[[ 2232.]],2007-09-05 20:47:57.960000,earthquake_local,109C.TA_20070905204756_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.5,5.73000001907,878.0,manual,0.5,12958631,2007-09-07 19:10:15.77,0.52,32.7575,-117.3613,0.8477,154.998,4.5982,8.68,None,3.1,ml,None,None,0.25,28.07,58.6,[ 46.79999924  53.90000153  40.        ],[[ 1895.]],2007-09-07 19:10:16.500000,earthquake_local,109C.TA_20070907191015_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.5,5.48000001907,867.0,manual,0.5,12958575,2007-09-07 21:47:31.46,0.6,32.7691,-117.3447,0.6239,129.377,4.9202,12.0,None,2.8,ml,None,None,0.23,26.07,59.3,[ 39.59999847  38.29999924  33.20000076],[[ 2238.]],2007-09-07 21:47:31.940000,earthquake_local,109C.TA_20070907214730_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.68,4.76999998093,1048.0,manual,0.68,ci10277849,2007-09-09 01:48:12.770000,nan,32.76,-117.3441667,0.14,255.0,0.42,10.64,0.58,2.24,ml,CI,None,0.2388,26.56,237.3,[ 31.89999962  36.70000076  34.29999924],[[ 2184.]],2007-09-09 01:48:10.540000,earthquake_local,109C.TA_20070909014809_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.68,4.69999980927,850.0,manual,0.62,ci10277853,2007-09-09 02:00:50.070000,nan,32.7666667,-117.3488333,0.16,257.0,0.56,10.3,0.86,1.7,ml,CI,None,0.2387,26.54,239.1,[ 29.60000038  26.          19.70000076],[[ 2400.]],2007-09-09 02:00:49.770000,earthquake_local,109C.TA_20070909020048_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.5,4.17999982834,899.0,manual,0.5,12959880,2007-09-09 13:11:49.03,0.3,32.7534,-117.3788,1.3008,134.84,3.2489,10.0,None,3.7,ml,None,None,0.27,29.71,59.5,[ 76.09999847  75.5         68.80000305],[[ 2239.]],2007-09-09 13:11:48.210000,earthquake_local,109C.TA_20070909131147_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.64,4.67000007629,1255.0,manual,0.64,ci10277973,2007-09-09 14:10:16.620000,nan,32.7645,-117.3398333,0.1,273.0,0.52,9.69,0.72,1.36,ml,CI,None,0.2333,25.95,237.7,[ 19.29999924  22.60000038  17.5       ],[[ 2678.]],2007-09-09 14:10:12.290000,earthquake_local,109C.TA_20070909141011_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.68,4.51999998093,755.0,manual,0.68,ci10278001,2007-09-09 15:14:55.650000,nan,32.7686667,-117.3333333,0.14,255.0,0.47,9.56,0.72,1.7,ml,CI,None,0.2265,25.19,237.9,[ 34.70000076  40.5         30.20000076],[[ 1646.]],2007-09-09 15:14:56.170000,earthquake_local,109C.TA_20070909151455_EV
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.67,4.44999980927,952.0,manual,0.58,ci10278021,2007-09-09 17:08:31.820000,nan,32.7696667,-117.3271667,0.12,271.0,0.46,9.49,0.48,1.46,ml,CI,None,0.2216,24.64,237.4,[ 28.89999962  30.5         21.89999962],[[ 1626.]],2007-09-09 17:08:30.270000,earthquake_local,109C.TA_20070909170829_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.75,4.51000022888,1153.0,manual,0.69,ci10278045,2007-09-09 19:35:20.680000,nan,32.7683333,-117.3295,0.13,255.0,0.45,10.34,0.59,1.78,ml,CI,None,0.2239,24.91,237.3,[ 32.90000153  36.29999924  25.79999924],[[ 2083.]],2007-09-09 19:35:17.190000,earthquake_local,109C.TA_20070909193516_EV
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.6,4.78000020981,953.0,manual,0.6,ci10278117,2007-09-10 04:35:26.510000,nan,32.7613333,-117.342,0.12,258.0,0.52,10.6,0.72,1.96,ml,CI,None,0.2366,26.31,237.3,[ 42.59999847  47.20000076  37.        ],[[ 1733.]],2007-09-10 04:35:25.290000,earthquake_local,109C.TA_20070910043524_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.63,10.7899999619,1193.0,manual,0.59,ci10278153,2007-09-10 08:42:55.480000,nan,33.454,-116.8846667,0.27,44.0,0.21,10.77,0.71,2.06,ml,CI,None,0.5931,65.96,18.1,[ 30.89999962  29.60000038  31.10000038],[[ 2447.]],2007-09-10 08:43:02.270000,earthquake_local,109C.TA_20070910084301_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.71,4.48999977112,850.0,manual,0.61,ci10278573,2007-09-10 23:23:32.800000,nan,32.7706667,-117.3261667,0.11,255.0,0.43,10.15,0.52,2.18,ml,CI,None,0.2203,24.5,237.5,[ 41.09999847  41.09999847  29.5       ],[[ 1542.]],2007-09-10 23:23:32.290000,earthquake_local,109C.TA_20070910232331_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.59,10.0900001526,1227.0,manual,0.63,ci10278585,2007-09-11 01:28:13.380000,nan,32.4735,-116.6991667,0.15,228.0,0.61,3.57,0.68,1.88,ml,CI,None,0.5374,59.76,140.7,[ 29.5         25.70000076  22.10000038],[[ 2037.]],2007-09-11 01:28:18.470000,earthquake_local,109C.TA_20070911012817_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.61,4.5,852.0,manual,0.61,ci10278633,2007-09-11 07:10:13.800000,nan,32.7711667,-117.3275,0.1,271.0,0.61,10.3,0.73,1.22,ml,CI,None,0.221,24.58,237.7,[ 26.20000076  25.70000076  18.29999924],[[ 1528.]],2007-09-11 07:10:13.300000,earthquake_local,109C.TA_20070911071012_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.5,4.61999988556,763.0,manual,0.5,12962350,2007-09-12 07:37:37.37,0.4,32.7082,-117.3603,1.2098,134.869,3.4889,10.0,None,2.7,ml,None,None,0.28,31.19,50.0,[ 48.20000076  48.29999924  43.        ],[[ 2053.]],2007-09-12 07:37:37.990000,earthquake_local,109C.TA_20070912073736_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.71,4.57999992371,1225.0,manual,0.61,ci10279289,2007-09-12 08:11:35.210000,None,32.7685,-117.3375,None,None,None,9.83,None,2.5,ml,None,None,0.2296,25.53,238.3,[ 44.59999847  42.70000076  38.5       ],[[ 2290.]],2007-09-12 08:11:30.790000,earthquake_local,109C.TA_20070912081129_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.5,5.38000011444,1144.0,manual,0.5,12962332,2007-09-12 08:11:34.42,0.54,32.7608,-117.3599,0.879,154.694,4.5905,3.85,None,2.5,ml,None,None,0.25,27.77,59.2,[ 44.40000153  43.09999847  39.29999924],[[ 2189.]],2007-09-12 08:11:31.800000,earthquake_local,109C.TA_20070912081130_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.65,8.90999984741,1557.0,manual,0.61,ci10279953,2007-09-13 13:11:07.590000,nan,33.114,-116.6081667,0.2,42.0,0.3,14.96,0.41,2.03,ml,CI,None,0.4741,52.72,61.8,[ 17.60000038  22.          14.10000038],[[ 2136.]],2007-09-13 13:11:07.500000,earthquake_local,109C.TA_20070913131106_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.5,5.19000005722,723.0,manual,0.5,12964285,2007-09-14 04:24:47.00,0.35,32.7445,-117.3604,1.0921,132.03,2.9808,10.0,None,3.0,ml,None,None,0.26,28.78,56.1,[ 48.70000076  44.40000153  47.40000153],[[ 2092.]],2007-09-14 04:24:48.190000,earthquake_local,109C.TA_20070914042447_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.62,15.6899995804,1837.0,manual,0.58,ci10280509,2007-09-14 18:40:16.770000,nan,32.6853333,-116.1003333,0.27,83.0,0.32,9.76,0.65,1.85,ml,CI,None,0.8704,96.79,103.8,[  7.          11.10000038   2.5       ],[[ 3199.]],2007-09-14 18:40:25.460000,earthquake_local,109C.TA_20070914184024_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.58,4.13000011444,848.0,manual,0.58,ci10280717,2007-09-16 01:38:21.960000,nan,32.7851667,-117.3206667,0.32,271.0,1.33,11.59,1.28,1.22,ml,CI,None,0.2089,23.23,240.1,[ 17.39999962  15.80000019  12.80000019],[[ 2392.]],2007-09-16 01:38:21.090000,earthquake_local,109C.TA_20070916013820_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.58,8.90999984741,1150.0,manual,0.58,ci10281117,2007-09-18 20:02:15.050000,nan,33.3123333,-116.8351667,0.23,40.0,0.26,7.79,1.01,2.42,ml,CI,None,0.4792,53.29,28.2,[ 27.29999924  28.          31.89999962],[[ 1766.]],2007-09-18 20:02:18.960000,earthquake_local,109C.TA_20070918200217_EV
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.53,15.220000267,1757.0,manual,0.56,ci10283169,2007-09-29 22:37:00.900000,nan,33.6896667,-116.7351667,0.24,30.0,0.22,16.81,0.44,1.95,ml,CI,None,0.8566,95.26,21.2,[ 20.39999962  20.89999962  12.80000019],[[ 2310.]],2007-09-29 22:37:10.120000,earthquake_local,109C.TA_20070929223709_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.61,15.1199998856,1478.0,manual,0.58,ci10283201,2007-09-30 01:03:34.570000,nan,33.6856667,-116.7571667,0.3,21.0,0.19,14.12,0.26,2.11,ml,CI,None,0.8464,94.12,20.1,[ 33.09999847  31.60000038  22.20000076],[[ 2134.]],2007-09-30 01:03:45.690000,earthquake_local,109C.TA_20070930010344_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.64,12.9099998474,1812.0,manual,0.64,ci10283301,2007-09-30 22:27:36.210000,nan,33.4465,-116.5893333,0.26,34.0,0.21,10.53,0.43,1.91,ml,CI,None,0.7045,78.35,37.9,[ 20.60000038  22.20000076  16.        ],[[ 2501.]],2007-09-30 22:27:40.120000,earthquake_local,109C.TA_20070930222739_EV
